property_type,place_with_parent_names,lat-lon,price,currency,surface_covered_in_m2
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",7200000,MXN,145
apartment,|Benito Juárez|Distrito Federal|México|,"19.376589,-99.153107",5700000,MXN,214
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",3400000,MXN,92
apartment,|Benito Juárez|Distrito Federal|México|,"19.392814,-99.175476",1579000,MXN,90
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.409843,-99.125509",504784,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4318149,-99.1940586",23000000,MXN,800
apartment,|Benito Juárez|Distrito Federal|México|,"19.362679,-99.171002",1300000,MXN,60
apartment,|Azcapotzalco|Distrito Federal|México|,"19.48888,-99.179278",975460,MXN,70
apartment,|Coyoacán|Distrito Federal|México|,"19.334738,-99.176758",1402320,MXN,80
apartment,|Cancún|Benito Juárez|Quintana Roo|México|,"21.1004863999,-86.8671302094",2487000,MXN,141
house,|Tlalpan|Distrito Federal|México|,"19.2573102,-99.1671515",,,221
apartment,|Iztapalapa|Distrito Federal|México|,"19.369859,-99.135812",727500,MXN,57
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.410412,-99.098521",1057000,MXN,66
house,|Miguel Hidalgo|Distrito Federal|México|,"19.430925,-99.209978",2300000,USD,1000
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.468775,-99.115636",1100000,MXN,60
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4032760464,-99.2538713053",1500000,USD,1000
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.382275,-99.270241",7190000,MXN,230
apartment,|Benito Juárez|Distrito Federal|México|,"19.399815,-99.150806",2280000,MXN,91
apartment,|Benito Juárez|Distrito Federal|México|,"19.387388,-99.175554",3550000,MXN,68
house,|Benito Juárez|Distrito Federal|México|,"19.401294,-99.163168",14000000,MXN,800
house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,,4380000,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.380987,-99.182164",4200000,MXN,127
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.470215,-99.140075",899505,MXN,80
apartment,|Coyoacán|Distrito Federal|México|,"19.305984,-99.127341",2037000,MXN,94
apartment,|Tláhuac|Distrito Federal|México|,"19.302192,-99.049333",354913,MXN,44
apartment,|Solidaridad|Quintana Roo|México|,"20.6157179238,-87.0931955427",152000,USD,75
apartment,|Tlalpan|Distrito Federal|México|,"19.2753576,-99.1675547",3295000,MXN,101
apartment,|Miguel Hidalgo|Distrito Federal|México|,,1939140,USD,250
house,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",3950000,MXN,260
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38828,-99.195529",852607,MXN,95
house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",2950000,MXN,220
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,5500000,MXN,156
house,|Benito Juárez|Quintana Roo|México|,"21.1486457139,-86.844076328",4500000,MXN,350
apartment,|Benito Juárez|Distrito Federal|México|,"19.390912,-99.172242",4850000,MXN,122
apartment,|Miguel Hidalgo|Distrito Federal|México|,,1200000,USD,0
apartment,|Coyoacán|Distrito Federal|México|,"19.3223015,-99.1035542",844379,MXN,74
house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",5500000,MXN,340
apartment,|Benito Juárez|Distrito Federal|México|,"19.39106,-99.14775",673000,MXN,63
house,|Zacatecas|Zacatecas|México|,"22.770536,-102.568527",,,0
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.384553,-99.2491233",7477303,MXN,
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.41275,-99.126007",681604,MXN,50
apartment,|Benito Juárez|Distrito Federal|México|,"19.38751,-99.142247",750000,MXN,75
apartment,|Tlalpan|Distrito Federal|México|,"19.270735,-99.175292",1850000,MXN,103
house,|Tláhuac|Distrito Federal|México|,"19.296993,-98.995972",2600000,MXN,90
apartment,|Benito Juárez|Distrito Federal|México|,,2800000,MXN,67
house,|Tlalpan|Distrito Federal|México|,"19.298501,-99.167194",3100000,MXN,637
apartment,|Coyoacán|Distrito Federal|México|,"19.343979,-99.124863",2200000,MXN,110
apartment,|Benito Juárez|Distrito Federal|México|,"19.3815906,-99.1653974",5710000,MXN,124
apartment,|Benito Juárez|Distrito Federal|México|,"19.403334,-99.157755",2500000,MXN,129
apartment,|Álvaro Obregón|Distrito Federal|México|,,4609900,MXN,130
apartment,|Coyoacán|Distrito Federal|México|,"19.30618,-99.161962",11211000,MXN,65
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",8176000,MXN,157
house,|Solidaridad|Quintana Roo|México|,"20.6804573963,-87.0356051624",420000,USD,260
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3707369783,-99.294244498",1190000,MXN,193
apartment,|Iztapalapa|Distrito Federal|México|,"19.337304767,-99.1020441055",500000,MXN,
house,|Tláhuac|Distrito Federal|México|,"19.279188,-99.005989",661200,MXN,174
house,|Benito Juárez|Quintana Roo|México|,"21.1087511639,-86.8443314731",4500000,MXN,327
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.361385,-99.246689",647000,MXN,80
house,|Iztapalapa|Distrito Federal|México|,"19.331858,-99.062324",1268555,MXN,140
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38828,-99.195529",757073,MXN,80
apartment,|Benito Juárez|Distrito Federal|México|,"19.3755039,-99.1630337",3650000,MXN,70
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6295586,-87.0738851",575000,USD,0
house,|Iztacalco|Distrito Federal|México|,"19.394231,-99.127251",1410300,MXN,200
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3865508,-99.1937082",1643000,MXN,70
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452365,-99.124572",460000,MXN,58
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3576316393,-99.2747354507",13492271,MXN,221
apartment,|Benito Juárez|Distrito Federal|México|,"19.392185,-99.135357",960000,MXN,70
apartment,|Coyoacán|Distrito Federal|México|,"19.323772,-99.116562",645000,MXN,65
apartment,|Benito Juárez|Quintana Roo|México|,"21.218021,-86.802979",1000000,USD,
house,|Álvaro Obregón|Distrito Federal|México|,"19.349781,-99.226194",1092775,MXN,1042
house,|Benito Juárez|Quintana Roo|México|,"21.161995,-86.880989",352000,MXN,52
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.407682,-99.172042",2800000,MXN,180
apartment,|Coyoacán|Distrito Federal|México|,"19.3108788,-99.1386972",3360000,MXN,152
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4262059996,-99.060716629",636000,MXN,
house,|Álvaro Obregón|Distrito Federal|México|,"19.3559202,-99.1802147",21000000,MXN,900
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.355088,-99.241105",5633250,MXN,157
apartment,|Iztapalapa|Distrito Federal|México|,"19.3921653148,-99.0574979782",277227,MXN,44
house,|Miguel Hidalgo|Distrito Federal|México|,"19.444584,-99.174675",,,0
apartment,|Azcapotzalco|Distrito Federal|México|,"19.469769,-99.157379",2460878,MXN,98
apartment,|Tlalpan|Distrito Federal|México|,"19.301081,-99.216217",6800000,MXN,240
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4010793,-99.2480728",17890000,USD,
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.441047,-99.135306",358000,MXN,63
apartment,|Solidaridad|Quintana Roo|México|,"20.691812,-87.041949",579000,MXN,59
apartment,|Álvaro Obregón|Distrito Federal|México|,,640000,MXN,70
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.399461,-99.175182",967000,MXN,68
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.355751,-99.299347",7450000,MXN,285
house,|Gustavo A. Madero|Distrito Federal|México|,"19.492571,-99.143539",,,0
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.4900536,-99.0935504",720000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.429747,-99.18823",24000000,MXN,240
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,1946527,MXN,
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2700000,USD,598
apartment,|Iztacalco|Distrito Federal|México|,"19.417363,-99.068463",760480,MXN,63
house,|Coyoacán|Distrito Federal|México|,"19.352605,-99.131212",3860000,MXN,232
house,|Benito Juárez|Distrito Federal|México|,,4000000,MXN,118
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",4500000,MXN,101
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",1648589,MXN,51
apartment,|Coyoacán|Distrito Federal|México|,"19.326922,-99.121203",894500,MXN,75
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.439253,-99.163605",1680000,MXN,55
house,|Iztapalapa|Distrito Federal|México|,"23.634501,-102.552788",5500000,MXN,190
house,|Cuajimalpa de Morelos|Distrito Federal|México|,,,,0
apartment,|Coyoacán|Distrito Federal|México|,,838000,MXN,85
apartment,|Benito Juárez|Distrito Federal|México|,"19.395268,-99.175265",7000000,MXN,110
apartment,|Azcapotzalco|Distrito Federal|México|,,1199000,MXN,49
house,|Álvaro Obregón|Distrito Federal|México|,"19.345834,-99.236482",2900000,MXN,220
apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",3500000,MXN,100
house,|Cancún|Benito Juárez|Quintana Roo|México|,,1749000,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.384467,-99.135872",1860000,MXN,70
house,|Iztacalco|Distrito Federal|México|,"19.382139,-99.127632",2098300,MXN,130
house,|Cozumel|Quintana Roo|México|,,285000,USD,186
apartment,|Benito Juárez|Distrito Federal|México|,"19.373306,-99.146919",2856500,MXN,96
apartment,|Coyoacán|Distrito Federal|México|,"19.309208,-99.171906",1472000,MXN,70
house,|Miguel Hidalgo|Distrito Federal|México|,"19.433077,-99.198212",,,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.383446,-99.137643",1031050,MXN,87
apartment,|Iztacalco|Distrito Federal|México|,"19.392349,-99.07093",1168000,MXN,52
apartment,|Benito Juárez|Distrito Federal|México|,"19.397686,-99.161395",2323333,MXN,175
apartment,|Benito Juárez|Distrito Federal|México|,"19.39912,-99.141464",3360000,MXN,102
house,|Benito Juárez|Distrito Federal|México|,"19.3868,-99.18041",5455666,MXN,180
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.411112,-99.193066",1180000,MXN,65
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",10900000,MXN,240
apartment,|Benito Juárez|Distrito Federal|México|,"19.369509,-99.172532",1710000,MXN,88
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3619852,-99.2663861",13000000,MXN,255
apartment,|Álvaro Obregón|Distrito Federal|México|,,6780000,MXN,146
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4425711213,-99.2028173804",12389930,MXN,357
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",1460000,MXN,55
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.356318,-99.288261",,,0
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,4800000,MXN,127
apartment,|Benito Juárez|Distrito Federal|México|,"19.3668017,-99.1724994",4500000,MXN,109
house,|Álvaro Obregón|Distrito Federal|México|,"19.366448,-99.21224",842038,MXN,90
house,|Cuauhtémoc|Distrito Federal|México|,"19.41498,-99.177444",14000000,MXN,360
apartment,|Benito Juárez|Distrito Federal|México|,"19.375412,-99.144234",1140000,MXN,95
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",730000,MXN,90
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,3735000,MXN,83
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.445553,-99.097057",966780,MXN,70
house,|Benito Juárez|Quintana Roo|México|,,17000000,MXN,785
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.377369,-99.198052",2250000,MXN,104
house,|Álvaro Obregón|Distrito Federal|México|,"19.3414129,-99.2290163",7100000,MXN,
apartment,|Iztacalco|Distrito Federal|México|,"23.634501,-102.552788",1100000,MXN,65
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3778105,-99.1975082",1550000,MXN,60
house,|Álvaro Obregón|Distrito Federal|México|,"19.365175,-99.230064",2860000,MXN,250
house,|Cuauhtémoc|Distrito Federal|México|,"19.44451,-99.162633",745295,MXN,761
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417923,-99.148384",1464300,MXN,63
apartment,|Benito Juárez|Distrito Federal|México|,"19.380937,-99.179545",3160000,MXN,98
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38828,-99.195529",757073,MXN,90
apartment,|Benito Juárez|Distrito Federal|México|,"19.370046,-99.146155",1500000,MXN,80
apartment,|Benito Juárez|Distrito Federal|México|,"19.390844,-99.164664",3483333,MXN,90
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,2364149,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",5874000,MXN,117
apartment,|Tulum|Quintana Roo|México|,"20.2112156,-87.4622059",606940,USD,56
apartment,|Tláhuac|Distrito Federal|México|,"19.29707,-99.051074",621863,MXN,65
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.441879,-99.167819",596750,MXN,65
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",420000,USD,180
apartment,|Azcapotzalco|Distrito Federal|México|,"19.469769,-99.157379",2745000,MXN,80
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452255,-99.124703",1040000,MXN,75
house,|Gustavo A. Madero|Distrito Federal|México|,"19.472071,-99.097198",,,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.458831,-99.203999",1060000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.437285,-99.174303",2022940,MXN,78
apartment,|Benito Juárez|Distrito Federal|México|,"19.371132,-99.173156",1845333,MXN,104
house,|Tlalpan|Distrito Federal|México|,"19.271467,-99.146309",5800000,MXN,277
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.45178,-99.15709",413682,MXN,281
apartment,|Benito Juárez|Distrito Federal|México|,"19.364005,-99.153602",1987000,MXN,76
house,|Tlalpan|Distrito Federal|México|,"19.199665,-99.153915",3750000,MXN,300
apartment,|Tlalpan|Distrito Federal|México|,"19.298347,-99.116905",950000,MXN,63
apartment,|Benito Juárez|Distrito Federal|México|,"19.401456,-99.146787",1730000,MXN,91
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",750000,MXN,60
house,|Tlalpan|Distrito Federal|México|,"19.301835,-99.206377",3930000,MXN,480
house,|Cuajimalpa de Morelos|Distrito Federal|México|,,9600000,MXN,420
house,|Tlalpan|Distrito Federal|México|,"19.274451,-99.227508",2500000,MXN,244
house,|Miguel Hidalgo|Distrito Federal|México|,"19.444923,-99.170352",3199000,MXN,102
store,|Venustiano Carranza|Distrito Federal|México|,"19.414261,-99.104118",780000,MXN,50
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.410553,-99.133858",1126240,MXN,44
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.473415,-99.143539",1307000,MXN,51
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.433077,-99.198212",18639000,MXN,155
apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2664090,MXN,62
apartment,|Coyoacán|Distrito Federal|México|,"19.3437444,-99.1561883",1250000,MXN,70
apartment,|Iztapalapa|Distrito Federal|México|,,760000,MXN,47
apartment,|Benito Juárez|Distrito Federal|México|,"19.383319,-99.167205",7300000,MXN,190
house,|Gustavo A. Madero|Distrito Federal|México|,"19.457458,-99.065399",,,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.371132,-99.173156",1855334,MXN,70
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4214889,-99.0999336",1553545,MXN,
apartment,|Benito Juárez|Quintana Roo|México|,"21.136350683,-86.8287330866",3500000,MXN,250
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452689,-99.117987",600000,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.359901,-99.189606",891000,MXN,75
house,|Iztapalapa|Distrito Federal|México|,"19.319391,-99.097368",2500000,MXN,180
house,|Tlalpan|Distrito Federal|México|,"19.297926,-99.203158",22000000,MXN,800
apartment,|Coyoacán|Distrito Federal|México|,"19.306725,-99.182521",2450000,MXN,75
house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",1990000,USD,600
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.486507,-99.119751",2995000,MXN,130
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.451685,-99.157107",888000,MXN,40
house,|Benito Juárez|Quintana Roo|México|,"21.1717664129,-86.8078365331",3450000,USD,1400
house,|Coyoacán|Distrito Federal|México|,"19.35231,-99.1579",5055000,MXN,354
house,|Coyoacán|Distrito Federal|México|,"19.335068,-99.138237",2933238,MXN,300
apartment,|Tlalpan|Distrito Federal|México|,"19.287598,-99.14769",2938303,MXN,84
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432657,-99.177444",4416000,MXN,87
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.464712,-99.124872",2500000,MXN,205
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",475000,USD,259
apartment,|Benito Juárez|Distrito Federal|México|,"19.365843,-99.149901",1460000,MXN,70
house,|Benito Juárez|Quintana Roo|México|,,1723000,MXN,160
store,|Benito Juárez|Quintana Roo|México|,"21.162939,-86.823855",20080645,USD,3150
apartment,|Benito Juárez|Distrito Federal|México|,"19.368568,-99.15031",1650000,MXN,80
apartment,|Azcapotzalco|Distrito Federal|México|,"19.4653758,-99.1589568",1278131,MXN,
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.50384,-99.130804",1130000,MXN,102
apartment,|Benito Juárez|Quintana Roo|México|,"21.2013833711,-86.8053060941",139000,USD,52
apartment,|Benito Juárez|Distrito Federal|México|,"19.301271,-99.139389",,,62
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1500000,MXN,180
house,|Tlalpan|Distrito Federal|México|,"19.301291,-99.140663",2704000,MXN,137
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.390982,-99.243919",7000000,MXN,185
house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.677158,-87.054041",689000,MXN,75
house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.675712,-87.055647",1370000,MXN,116
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.457129,-99.174456",1165127,MXN,70
house,|Iztapalapa|Distrito Federal|México|,"19.3785877805,-99.0400628463",570000,MXN,
apartment,|Coyoacán|Distrito Federal|México|,"19.302656,-99.111725",3109000,MXN,83
house,|Miguel Hidalgo|Distrito Federal|México|,"19.394116,-99.251255",22500000,MXN,560
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.428573,-99.216263",85000,USD,260
apartment,|Azcapotzalco|Distrito Federal|México|,"19.474559,-99.187221",2639480,MXN,69
house,|Benito Juárez|Quintana Roo|México|,"20.8501512377,-86.8750129268",990000,USD,157
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.441809,-99.156423",1154219,MXN,85
apartment,|Cuauhtémoc|Distrito Federal|México|,,312000,MXN,43
house,|Benito Juárez|Quintana Roo|México|,"21.131332,-86.862646",1500000,MXN,120
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.449997,-99.18117",1400000,MXN,60
apartment,|Benito Juárez|Quintana Roo|México|,"21.118933,-86.83783",1707961,MXN,105
house,|Gustavo A. Madero|Distrito Federal|México|,"19.679214,-98.993553",2880000,MXN,195
house,|Álvaro Obregón|Distrito Federal|México|,"19.326628,-99.206179",2350000,MXN,120
apartment,|Benito Juárez|Distrito Federal|México|,"19.3756773,-99.1546074",3900000,MXN,98
apartment,|Tlalpan|Distrito Federal|México|,"19.287188,-99.170525",1300000,MXN,50
house,|Álvaro Obregón|Distrito Federal|México|,"19.357464,-99.207909",13980000,MXN,393
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.331932,-99.246689",2350000,MXN,53
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4013979,-99.1691118",1300000,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.379879,-99.169157",2950000,MXN,96
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.427649,-99.176003",3325930,MXN,90
house,|Álvaro Obregón|Distrito Federal|México|,"19.338422,-99.245766",3310000,MXN,255
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432657,-99.177444",7400000,MXN,228
apartment,|Azcapotzalco|Distrito Federal|México|,"19.478428,-99.207996",3200000,MXN,130
apartment,|Benito Juárez|Distrito Federal|México|,"19.383446,-99.137643",1250000,MXN,64
apartment,|Benito Juárez|Quintana Roo|México|,"21.1283087,-86.7643776",330000,USD,147
house,|Gustavo A. Madero|Distrito Federal|México|,"19.464569,-99.114487",,,0
house,|Benito Juárez|Distrito Federal|México|,"19.360285,-99.148336",2804666,MXN,260
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.460913,-99.12858",864800,MXN,85
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3605334,-99.2267067",15500000,MXN,270
apartment,|Iztapalapa|Distrito Federal|México|,"19.3579916,-99.0648692",785000,MXN,50
house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",16000000,MXN,800
house,|Cozumel|Quintana Roo|México|,"20.537971,-86.937081",500000,USD,235
apartment,|Benito Juárez|Quintana Roo|México|,,650000,USD,349
apartment,|Iztacalco|Distrito Federal|México|,"19.40263,-99.078233",875865,MXN,70
house,|Solidaridad|Quintana Roo|México|,"20.63719,-87.089897",250000,USD,207
apartment,|Benito Juárez|Distrito Federal|México|,"19.376116,-99.171601",1286667,MXN,100
house,|Miguel Hidalgo|Distrito Federal|México|,"19.409989,-99.185975",9495123,MXN,307
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.404442,-99.162688",1444000,MXN,90
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.46731,-99.133163",1580000,MXN,59
apartment,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",4950000,MXN,160
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",898691,MXN,43
apartment,|Iztapalapa|Distrito Federal|México|,"19.383547,-99.074514",1213333,MXN,60
apartment,|Iztapalapa|Distrito Federal|México|,,471708,MXN,56
house,|Álvaro Obregón|Distrito Federal|México|,"19.353288,-99.244721",3200000,MXN,100
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.377369,-99.198052",1217000,MXN,80
house,|Álvaro Obregón|Distrito Federal|México|,"19.366205,-99.200783",850000,MXN,89
house,|Solidaridad|Quintana Roo|México|,,4975000,MXN,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",4358600,MXN,100
house,|Benito Juárez|Quintana Roo|México|,"21.1560588,-86.8486808",1900000,MXN,160
apartment,|Azcapotzalco|Distrito Federal|México|,"19.4959960885,-99.2017929554",546975,MXN,77
house,|Solidaridad|Quintana Roo|México|,"20.6180275188,-87.0856317133",205000,USD,160
apartment,|Benito Juárez|Quintana Roo|México|,"21.170235,-86.812494",284000,USD,158
apartment,|Gustavo A. Madero|Distrito Federal|México|,,800000,MXN,80
house,|Gustavo A. Madero|Distrito Federal|México|,"19.496581,-99.09994",1224030,MXN,212
apartment,|Tláhuac|Distrito Federal|México|,"19.2827295882,-99.052734375",500000,MXN,
apartment,|Coyoacán|Distrito Federal|México|,"19.342508,-99.137204",1450000,MXN,70
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.634444,-87.064133",396000,USD,120
house,|Iztacalco|Distrito Federal|México|,"19.399607,-99.133903",3400000,MXN,250
apartment,|Benito Juárez|Distrito Federal|México|,"19.397899,-99.166031",3265239,MXN,576
house,|Coyoacán|Distrito Federal|México|,"19.316215,-99.131567",2400000,MXN,172
apartment,|Solidaridad|Quintana Roo|México|,"20.6153928204,-87.0886230469",285000,USD,242
apartment,|Azcapotzalco|Distrito Federal|México|,"19.47941,-99.186176",1379712,MXN,102
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",7927625,MXN,243
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.451919,-99.131919",741544,MXN,332
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4620417,-99.1321904",500000,MXN,44
house,|Benito Juárez|Quintana Roo|México|,"21.110295031,-86.8460386992",7900000,MXN,450
apartment,|Benito Juárez|Distrito Federal|México|,"19.3803931,-99.1476908",2774618,MXN,86
house,|Gustavo A. Madero|Distrito Federal|México|,,1090095,MXN,70
apartment,|Benito Juárez|Distrito Federal|México|,"19.366738,-99.14554",1224000,MXN,57
apartment,|Benito Juárez|Distrito Federal|México|,"19.385853,-99.137921",1500000,MXN,70
house,|Benito Juárez|Distrito Federal|México|,"19.3797119713,-99.1879928112",1710000,MXN,0
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4482164,-99.1589625",3598000,MXN,108
house,|Iztapalapa|Distrito Federal|México|,"19.357819,-99.054344",1120000,MXN,150
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.347895,-99.187492",1953334,MXN,110
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.436738,-99.138619",875430,MXN,81
house,|Tabasco|Zacatecas|México|,"23.634501,-102.552788",5500000,MXN,373
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",4100000,MXN,310
apartment,|Iztapalapa|Distrito Federal|México|,"19.318662,-99.07476",560400,MXN,50
apartment,|Gustavo A. Madero|Distrito Federal|México|,,1192000,MXN,436
apartment,|Benito Juárez|Distrito Federal|México|,"19.367424,-99.185753",3000000,MXN,92
apartment,|Iztapalapa|Distrito Federal|México|,"19.318989,-99.094437",2800000,MXN,96
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.371745,-99.212281",454000,MXN,50
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",3191000,MXN,63
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4252346639,-99.0596008301",607000,MXN,
apartment,|Coyoacán|Distrito Federal|México|,"19.352333,-99.121169",1174515,MXN,60
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.386789,-99.25879",12500000,MXN,550
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4223,-99.228164",1370000,USD,500
apartment,|Tulum|Quintana Roo|México|,"20.220276,-87.439021",191800,USD,79
apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",233500,USD,80
apartment,|Miguel Hidalgo|Distrito Federal|México|,,860450,USD,170
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.460913,-99.12858",300000,MXN,55
apartment,|Coyoacán|Distrito Federal|México|,"19.338589,-99.117762",1905000,MXN,75
apartment,|Benito Juárez|Distrito Federal|México|,"19.386033,-99.18296",1310000,MXN,70
house,|Benito Juárez|Distrito Federal|México|,"19.375626,-99.15461",,,0
house,|Tlalpan|Distrito Federal|México|,"19.249130897,-99.1566525819",3150000,MXN,170
house,|Tlalpan|Distrito Federal|México|,"19.2995935,-99.2047923",10900000,MXN,350
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.46731,-99.133163",507750,MXN,65
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4306069,-99.0949899",700000,MXN,62
apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1509832,MXN,121
